op_id,pdf_path,well_family,report_date,main_activity,sub_activity,state,primary_label,all_labels,remark_preview
7658,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,RIG_DOWN,RIG_DOWN|TOOLBOX_TALK,Performed Pre-job Meeting w/ oncoming crew to R/D WL equipment
7659,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon --,,ok,LAY_DOWN,LAY_DOWN,L/D plug setting tool mechanical plug
7660,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,RIG_DOWN,RIG_DOWN,"R/D lubricator, moved same from the rig floor"
7661,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|RIG_DOWN,R/D upper wire line riser joint
7662,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION,Disconnected control lines and hoses to WL BOP and pulled same to rig floor Meanwhile prepared to pull Fox hole
7663,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|RIG_DOWN,R/D WL BOP and lower riser joint. Lifted BOP to pipe deck
7664,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,TOOLBOX_TALK,TOOLBOX_TALK,Performed Pre-job Meeting for rearranging well hatches in moon pool
7665,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,interruption,other,ok,OTHER,OTHER,Removed hatches on F-12 and F-7 and beam between slots
7666,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,OTHER,OTHER,"Removed master bushing, installed chains to TDS and attached to XMT as per lifting plan, with double securing"
7667,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION,Continued w/ attaching lifting arrangement to XMT Meanwhile performed BOP test No.2 (low pressure only) to 20bar
7668,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION,Performed high pressure test on BOP. Test No.2 to 345bar
7669,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|RIG_UP,Continued to rig up to pull XMT. Took 1t tension with TDS and disconnected Greyloc clamp below XMT Meanwhile performed BOP test No 1 to 20/345bar for 5/10 min
7670,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION,Lifted XMT to Moon pool and transported to skid according to lifting plan. Meanwhile lined up for BOP pressure test No. 3
7671,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION,"Continued to move/handle XMT to moon pool hatch Meanwhile performed BOP test No. 3 to 20/345bar 5/10 min, performed BOP test No. 4 to 20/345bar 5/10 min"
7672,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION,Installed beam between slots and hatch on F-7 slot. Meanwhile lined up for BOP pressure test No. 5
7673,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,CEMENT,CEMENT|BOP_OPERATION,"Lifted spool spacer to the rig floor. Meanwhile performed BOP test No. 5, installed master bushing"
7674,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION,"Prepared wellhead to install HP riser. Meanwhile performed BOP test No. 6, removed lifting tool for foxhole"
7675,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|TOOLBOX_TALK,"Cleared rig floor and HTS, meanwhile carried out TBT for testing BOP."
7676,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION,Continued working on wellhead. measured RKB - WH 19.95m. Meanwhile continued pressure test on BOP. Prepared paperwork required for running HP Riser and man riding on TDS
7677,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|RIG_DOWN,"Installed communication collar. Meanwhile isolated TDS, hydraulic mech investigated sweating connection on link tilt cylinder. Finished pressure testing BOP and rigged down equipment used for pressure"
7678,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|TOOLBOX_TALK,"Performed Pre-job Meeting to P/U high pressure riser Meanwhile deisolated TDS, TBT"
7679,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,TRIP_IN,TRIP_IN|BOP_OPERATION,"Connected all rigging equipment to TDS bails and picked up HP Riser. Removed master bushing and half-moon hatches. P/U and RIH with HP Riser, removed pr otector"
7680,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,TRIP_IN,TRIP_IN|BOP_OPERATION|MAKE_UP,"Continued RIH w/ HP riser, cleaned and checked seal area and M/U NT2 connector"
7681,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_17.pdf,15_9_F_12,2016-08-17,plug abandon,other,ok,BOP_OPERATION,BOP_OPERATION|TOOLBOX_TALK,Performed Pre-job Meeting to skid BOP
7682,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,BOP_OPERATION,BOP_OPERATION,"Installed halfmoon hatches and master bushing, released BOP NT2 connector from stump. -- other Continued pressure testing Kill and Choke Manifold"
7683,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,BOP_OPERATION,BOP_OPERATION,"Skidded BOP to well center, moved port and stb tension cylinders in order to land off BOP on HP Riser Stump. -- other Installed seal and land off BOPs. Meanwhile continued pressure testing Kill and Ch"
7684,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TOOLBOX_TALK,TOOLBOX_TALK,Performed Pre-job Meeting to connect tension cylinders. Meanwhile continued pressure testing Kill and Choke Manifold -- other
7685,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,BOP_OPERATION,BOP_OPERATION,Connected all 4 tension cylinders to BOP carrier. Meanwhile continued pressure testing Kill and Choke Manifold -- other
7686,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,MAKE_UP,MAKE_UP,"P/U and run slick joint, retracted TDS. -- other Removed master bushing and outer ring, run down and landed off slick jnt and M/U 4x studs"
7687,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TRIP_IN,TRIP_IN|MAKE_UP,P/U and RIH w/ diverter and land off same. Continued to M/U rest of studs on slick jnt -- other
7688,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TOOLBOX_TALK,TOOLBOX_TALK,Performed Pre-job Meeting to build scaffolding -- other
7689,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,BOP_OPERATION,BOP_OPERATION|MAKE_UP,Built scaffolding around HP Riser. -- other Meanwhile removed lifting chains from TDS. Prepared and M/U test assembly for pressure testing TDS
7690,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,MAKE_UP,MAKE_UP,Started M/U NT2 connector -- other
7691,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,MAKE_UP,MAKE_UP|TOOLBOX_TALK,Performed Pre-job Meeting to M/U NT2 connector w/ new crew -- other
7692,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION|MAKE_UP,"Finished M/U NT2 connector between BOP and riser. -- other Meanwhile performed pressure test on TDS. Test NO.1 and Test NO. 2, Kelly hose, Upper IBOP"
7693,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,PRESSURE_TEST,PRESSURE_TEST|BOP_OPERATION,"Performed load shift from BOP carriers to tension system and pressurized diverter system. -- other Meanwhile continued TDS pressure test. Test NO. 3, Lower IBOP"
7694,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CASING,CASING|BOP_OPERATION|RIG_UP,"Filled up riser and BOP with SW, closed BSR and pressure tested BOP/connector through Kill line to 20/345bar for 5/10min. Meanwhile performed TBT for rig up casing handling e -- other quipment"
7695,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CASING,CASING|RIG_UP,R/U casing tong and changed BX inserts to 7inch -- other
7696,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,OTHER,OTHER,Cleaned and cleared rig floor -- other
7697,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CASING,CASING,P/U THRT and make up to first joint of the landing string -- other
7698,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|LAY_DOWN|REPAIR,"Overtorqued connection between THRT and first joint due to wrong tong setting. repair Troubleshoot, broke out and inspected treads. Damaged. L/D damaged pup joint and THRT"
7699,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|CASING|REPAIR,Broke off 2x pup joints from first landing string joint repair
7700,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CASING,CASING|REPAIR,P/U backup THRT and first landing string joint repair
7701,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,LAY_DOWN,LAY_DOWN|REPAIR,L/D back up THRT due to it not being able to communicate with DHSV repair
7702,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CASING,CASING|BOP_OPERATION|REPAIR,Prepared to P/U primary landing string. repair Meanwhile perform maintenance on BOP control system
7703,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|MAKE_UP|LAY_DOWN,"P/U primary THRT, broke off damaged pup joint and L/D same. repair Replaced with new pup joint and M/U to THRT"
7704,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CASING,CASING|REPAIR,P/U primary landing string repair
7705,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TRIP_IN,TRIP_IN|MAKE_UP,"P/U 3x pup joints and M/U to THRT, RIH to 22m -- other"
7706,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TRIP_OUT,TRIP_OUT|CASING,POOH landing string to surface. Prepared and connected control lines to THRT -- other
7707,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TRIP_IN,TRIP_IN|MAKE_UP,RIH with THRT and landed on the tubing. M/U THRT to TH -- other
7708,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,TOOLBOX_TALK,TOOLBOX_TALK,Performed Pre-job Meeting for pumping open ME plug -- other
7709,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CASING,CASING|MAKE_UP,Dropped 2in ball inside landing string and M/U swedge with 1502 weco to 7in tubing -- other
7710,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CEMENT,CEMENT|REPAIR,Lined up to line test. Go to low pressure 20bar. Cement pump tripped. Troubleshoot. Meanwhile lift remaining tubing handling equipment to rig floor. Reel and compact spider slips repair
7711,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,OTHER,OTHER,Continued w/ line test. Meanwhile prepared rigfloor for second reel -- other
7712,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CEMENT,CEMENT,"Connected cement hose to pumping swedge and applied 20 bar to confirm line up. -- other Continued to pressure up to 60 bar (unable to stop at 50 bar due to pressure building up to fast), no indication"
7713,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,CEMENT,CEMENT|RIG_UP,Pressured up well to 50 bar w/ cement unit. Did not observe signs of Pump-open sub in ME plug openning . Bled off pressure via choke -- other Meanwhile: - Called and consulted Interwell duty support. 
7714,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,OTHER,OTHER,Started to pressured up well with constant rate of 50 l/min. Observed clear change of pressure trend at 56 bar indicating openning of Pump-open sub in ME plug -- other Stopped pressuring up at 102 bar
7715,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,plug abandon,,ok,OTHER,OTHER,"Bled off pressure and monitor well on fully closed choke, no pressure build up. -- other"
7716,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,REPAIR,REPAIR|FLOW_CHECK,"Pressured up well to equalize and open DHSV, applied 130 bar to string, observed DHSV equalizing and opening at 122bar. Pressured up control lines to 520 bar. Bled off tubing pr repair essure to zero "
7717,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,REPAIR,REPAIR,"Confirmed 520 bar on control line and applied 140 bar to the well, 170 liters pumped and 90 liters returned. Meanwhile evaluated situation. Discussed situation w/ onshore organisat repair ion."
7718,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CEMENT,CEMENT|REPAIR,Applied 100 bar to tubing. Disconnected cement hose and bled off directly into a drum. 51 liters returned indicating that DHSV was closed repair
7719,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,CEMENT,CEMENT|REPAIR|TOOLBOX_TALK,Reconnected cement hose to tubing. Meanwhile held TBT to swap hydraulic pump to pressure up control line for DHSV repair
7720,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_18.pdf,15_9_F_12,2016-08-18,interruption --,,ok,REPAIR,REPAIR,"Connected another hydraulic pump to control line, applied 520bar to control line. Started pressuring up tubing while monitoring gauge on the hydraulic pump for indications of DHSV repair sleeve moveme"
7721,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,interruption,repair,ok,OTHER,OTHER,"Evaluated situation. Discussed situation w/ onshore organisation, callled well integrity duty Meanwhile prepared papers and serviced/drops checked rig floor equipment"
7722,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,interruption,repair,ok,WELL_CONTROL,WELL_CONTROL|REPAIR,"Continued discussing way forward. Discussed risks, barrier status, well control contingencies. Agreed to attempt to pull tubing hanger with 152bar trapped press ure below DHSV. Updated change log. Mea"
7723,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,interruption,repair,ok,TOOLBOX_TALK,TOOLBOX_TALK,Performed Pre-job Meeting for pulling tubing hanger as per agreed new plan
7724,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,interruption,repair,ok,CEMENT,CEMENT|RIG_DOWN|LAY_DOWN,"R/D cementing hose, chiksans. Attempted to back off weco1502 swedge. Collar backing off together with swedge. Torqued up collar to 15000 ft*lbs and manage to break off swedge, L/D same"
7725,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,CIRCULATE,CIRCULATE|MAKE_UP|FLOW_CHECK,Installed circulating swedge for TDS. M/U TDS and unlock tubing hanger. Pull tubing hanger free with 185t hook load (15ton overpull). Observed drop in Trip tank indicating that A-annulus was not 100% 
7726,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,CASING,CASING|FLOW_CHECK,"Continued to pull landing string to TH. After pulling further 9m, observed gain in trip tank indicating seals pulled out of PBR. Stopped and flowchecked, after 270l gain trip tank static. Gain volume "
7727,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,TRIP_OUT,TRIP_OUT|LAY_DOWN|TOOLBOX_TALK,Performed Pre-job Meeting to L/D THRT and to POOH 7in tubing w/ control lines
7728,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,LAY_DOWN,LAY_DOWN,Cut control lines. L/D TH and THRT + 2 pup joints from 2976m to 2962m
7729,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,OTHER,OTHER,Connected control lines to reel. Removed master bushing and installed compact spider slips. Pull 1x joint while doing adjustment on slips and tong
7730,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,CASING,CASING,"Pull 7in tubing from liner 2951m to 2737m. Measured radioactivity every 10 joints. Average pulling speed 6,8joints/hour"
7731,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,OTHER,OTHER,Performed time out for safety w/ crew due to radioactivity recorded in 7in tubing. 10-16 Bq/cm2 and 1-2uSv/h recorded
7732,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,OTHER,OTHER,Continued to pull 7in tubing from 2737 to 2473m. DHSV assy in rotary. Average pulling speed 10joints/hour Continued to measure radioactivity at 9-12 Bq/cm2 and 1-2uSv/h on inside of tubing and 3-4 Bq/
7733,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,RIG_DOWN,RIG_DOWN,"R/D Compact spider, install master bushing"
7734,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,TRIP_IN,TRIP_IN|BOP_OPERATION|LAY_DOWN,P/U 1x joint and cut control line to avoid having control line across BOP during WL operation. RIH w/ same and L/D DHSV
7735,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,OTHER,OTHER,Lifted WL equipment and tool string to rig floor. Meanwhile cleaned and cleared rig floor
7736,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,RIG_UP,RIG_UP|TOOLBOX_TALK,Performed Pre-job Meeting to R/U WL equipment
7737,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,TRIP_IN,TRIP_IN|RIG_UP|MAKE_UP,R/U for WL and M/U logging tool string (run#9). Performed surface check prior to RIH
7738,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,TRIP_IN,TRIP_IN,RIH with logging BHA on WL. From surface to 2960m. Checked pick up weights every 500m. Average running speed 28m/min
7739,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,CEMENT,CEMENT,Logged USIT across interval 2960 - 2506 m. Performed repeat pass across interval 2960 - 2860 m. Processed and uploaded data into Interact system. Confirmed quality of data with logging duty. Received 
7740,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,TRIP_OUT,TRIP_OUT,POOH from 2500 m to surface. Average pulling speed 42 m/min.
7741,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,other,ok,RIG_DOWN,RIG_DOWN,"R/D WL equipment and change elevator inserts to 5,5in DP. Meanwhile function tested DHSV on deck. Observed indication of sleeve moving and flapper openni ng/closing"
7742,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,ceme,ok,RIG_DOWN,RIG_DOWN|TOOLBOX_TALK,Performed Pre-job Meeting to R/D tubing tong nt plug
7743,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_19.pdf,15_9_F_12,2016-08-19,plug abandon,ceme,ok,EQUIPMENT_FAILURE,EQUIPMENT_FAILURE|DRILL|CASING,R/D tubing tong nt plug Equipment Failure Information Start time Depth mMD Depth mTVD Sub Equip -- Syst Class Operation Downtime ((min)) Equipment Repaired Remark 00:00 0 miscellaneous equ syst -- wel
7744,C:\Users\user\Downloads\eilink_ra_ds\eilink_ra_ds\data\raw_pdfs\15_9_F_12_2016_08_20.pdf,15_9_F_12,2016-08-20,plug abandon,,ok,CEMENT,CEMENT,"Removed master bushing and installed PS21s. -- cement plug Run down 1st std, observed back flow while running down"
